transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
df8bf454-7e9f-cd5f-c302-2763b2d89c9f,995c9447-5b04-d130-1a44-b28ce8101133,2025-02-03 13:48:15,debit,EMI BAJAJ FINANCE LTD S798014683,10000.0,S798014683,UTR266027279810
8d889afd-696c-5d6a-097f-8392cb202de1,2182075a-a3f3-d2ff-f3b1-9aeda7feaa8d,2025-12-26 13:05:51,debit,NEFT  - RATN0021433 - S124201233 - 70353241385634 - KALYAN JEWELLERS,10000.0,S124201233,UTR890515279975
abeeda5b-6075-1554-8522-cd833ab9d68f,d44b0394-89f1-e1e9-85a5-0ffc59e832a7,2026-03-29 23:42:27,credit,REV/S424691091/SBI LIFE PREMIUM POLICY S424691091,2833.0,S424691091,
8cd45463-52a7-3084-e330-92d3ab713968,37fd000a-6742-3bf2-0025-3ba0f14167ac,2026-02-04 09:27:19,debit,BESCOM ELECTRICITY S620537934,500.0,S620537934,
406d6a36-c838-2151-01c1-273a2312831a,9175e46d-2c3c-df9e-83bf-7fedd8cd8938,2026-04-27 12:05:06,debit,NEFT  - UBIN0802286 - S201422293 - 56644898466110 - PANTALOONS FASHION,500.0,S201422293,UTR431508752732
005fe7da-3c66-2948-8ffb-bccd3ff27035,8a7145de-b314-5838-feff-a43e21f8885a,2025-05-29 15:48:17,debit,LIC PREMIUM POLICY S139528329,9475.0,S139528329,UTR955085640092
755ad318-88b7-66a4-95d2-5d2f640b81d7,0a67bc61-1644-157b-b5a0-1d58e765b86d,2025-03-04 21:36:12,debit,NEFT  - ICIC0132652 - S430969159 - 83361303212439 - NETMEDS MARKETPLACE,90208.0,S430969159,UTR629506967366
ac24502b-4ea3-d43a-ff79-593785aed3de,d588f260-e8e8-6e74-79ad-a104990d17ce,2025-08-22 19:15:51,debit,ATM CASH WDL S23584623,3559.0,S23584623,
a26f5b84-9a5b-7f94-ee4d-c2b0b7d9cd2b,1730306e-66ec-9ac0-ffb3-3b5a7ad4131e,2025-11-29 07:57:49,credit,Cheque Deposits S221726080,234927.97,S221726080,
cac15738-d068-a955-f38f-7c7651bfebd5,aafe4e81-2af8-bbab-1910-83aeab62a8fa,2026-05-08 17:40:21,debit,UPI-MAHALAXMI ENTERPRISES SALT LAKE KOLKATA-XXXXXX2108-HDFC0508243-S42180836,16025.0,S42180836,UTR230452174483
d751c2a8-aa10-6917-f957-917418c63932,701d30b4-3576-40a4-b8b0-aa155425bcff,2025-10-24 09:52:25,credit,IMPS OW/S279606495/NEHA MENON/TMBL/22965144101952,11386.0,S279606495,UTR126741867711
448e84d5-802a-6789-465b-d1ebe85b5f0b,c5405cae-5642-8a3d-e44b-e97a9086655a,2025-02-03 16:48:42,debit,NEFT  - ICIC0955973 - S729844525 - 99802066131137 - NEW INDIA ELECTRONICS,5000.0,S729844525,
ccb82ecb-5ad4-b0d6-2991-d5ab1943ce6d,46df6d13-cba7-d3c3-933e-53e22b7a169b,2026-03-13 13:26:11,debit,EMI L AND T FINANCE LTD S220991646,10000.0,S220991646,UTR526095076240
afb839a1-6f06-7e31-d2f4-d34fb4260bec,3f94cb60-6a97-2683-8b31-3a9f39d7fdae,2025-11-18 09:28:33,debit,ATM CASH WDL S268065325,7574.0,S268065325,
3d20e209-9c49-5d49-3bd1-d92dad6ef5e0,b47cba56-41f2-e681-cf7e-3857edb3e433,2025-01-07 09:36:24,debit,IMPS/P2A/S370165859/RATN/56340664977060/00/INET/SAI ENTERPRISES HINJEWADI PUNE,70650.0,S370165859,UTR830638997246
3270ff68-88a8-ab5e-c7e4-e464c8be9636,78d122f2-ee11-5aff-ce97-c5e626bbdccd,2025-10-08 21:54:43,credit,SIP HDFC MF S256621071,3729.0,S256621071,UTR413483740518
b75c08be-98b7-f158-4724-e5d0b944b081,8218ee4d-f042-4977-cc67-1c5887dd7b4a,2026-01-08 18:17:52,debit,IMPS OW/S386838709/ARJUN FAROOQ/SBIN/79751013380719,10000.0,S386838709,
270f9786-6e75-1dcc-e287-a84c61f430bc,fe9b1fa0-f3f1-da68-1853-cbd64da6faae,2026-04-17 18:53:38,debit,FT -  S755443636 -  79372672134309 - NETMEDS MARKETPLACE,1000.0,S755443636,
7ffad0a0-34cd-7c6e-bc10-f6cc283c41ab,3d946a9e-9ef6-ed7e-adb6-fa79765c7ed2,2025-04-24 17:22:26,debit,AMC FEE S563855383,102.58,S563855383,UTR461248951774
19b651e8-475a-81ca-1987-b223012fa1a4,96be7f93-9a3f-b911-72ef-c93369dc3bfa,2025-06-25 12:42:27,debit,AMC FEE S297764778,63.52,S297764778,
29657404-e49e-209f-15b3-fdd763d3bb10,efc995bd-4e48-ec7d-4d9e-a6bbdc0a35c0,2025-03-06 09:29:19,debit,UPSTOX S375104869,19728.0,S375104869,
bd95894d-72b5-17d0-454f-9afd775b12fe,316e4cf0-cbf7-c9fa-4158-622cbdc126e4,2026-02-26 21:17:54,credit,Cheque Deposits S496152181,10000.0,S496152181,
6937ccc9-7b31-a3e7-696b-47026d118faf,fb3c2f60-80bc-6970-2091-e1715aef8e54,2026-03-30 13:37:19,debit,EMI BAJAJ FINANCE LTD S589147764,19215.0,S589147764,UTR729853970211
1d4984b3-6ee1-04e4-4921-dd8e13463a55,6cd228a1-a362-9e67-27c8-1b09efd927f1,2025-11-22 18:43:28,debit,NEFT/S596004208/TMBL/RENT PAYMENT DEEPA MENON,10000.0,S596004208,
1c2fdad6-8b4c-76ed-ac0c-ec8c6344cc8c,bf4d12d9-e22f-02e8-8cab-9d089cf4bd27,2025-03-04 07:11:25,debit,FT -  S819497405 -  68075050980538 - LENSKART SOLUTIONS,8860.0,S819497405,UTR715928267965
fecefaf9-e17a-4d5f-a81d-fe96e3357ec4,8a7145de-b314-5838-feff-a43e21f8885a,2026-05-01 20:02:00,debit,EMI BAJAJ FINANCE LTD S709921332,45837.38,S709921332,UTR131169944501
4af2c5b7-a99c-785c-5d40-c4e324c82bd8,f5e906f4-fbf3-90c6-058f-ab1b2178f36a,2025-10-27 10:51:15,debit,ICICI PRUDENTIAL PREMIUM POLICY S230701894,4442.0,S230701894,UTR105590116179
27b02551-bac0-fe4f-b616-bfc87212145c,70e97dbb-4a7c-f5b5-a35e-b0a3f8a024fe,2025-09-12 18:58:10,debit,IGST INPUT S311956857,50000.0,S311956857,UTR970419362439
d3aa302d-467c-0380-dac2-ddcab7ed19a8,1be81c67-8c33-188f-b1e2-77d41168b691,2026-05-05 21:17:37,debit,ADVANCE TAX INSTALMENT S348509457,95646.49,S348509457,UTR275928534375
9aacd103-7083-ea11-3381-e1755e70e353,5bd9fa85-6163-8949-b577-83a82f635812,2025-08-30 16:42:09,debit,UPI-CROMA A DIVISION OF INFINITI-XXXXXX297-UBIN0610324-S816798175,6837.67,S816798175,
eaa59621-727c-19e9-9fa2-2a3a57a55ca9,bfbe6317-6c03-7798-c909-c1172a7fedea,2025-10-12 22:41:48,debit,NEFT  - UBIN0344945 - S520403469 - 26272194346577 - CROMA A DIVISION OF INFINITI SALT LAKE KOLKATA,14018.0,S520403469,
094718e4-c78c-6eef-4805-451931d775ec,09014b0d-a46a-a78d-7358-faa75846dc85,2026-05-17 12:06:37,debit,ATM CASH WDL S573843980,1000.0,S573843980,UTR354167737677
67b04578-97f1-4b6c-bcb4-cbad39997ed2,c7a58cd2-320c-03b9-ebf3-8c1087cafe3e,2026-01-30 14:04:02,debit,FT -  S95312507 -  51482229540075 - MAHALAXMI ENTERPRISES T NAGAR CHENNAI,10000.0,S95312507,UTR131420525796
24471c3d-4c4b-6342-bc1e-0b87bc90cf56,ee4156b1-7abb-13d1-77e3-dac40596bdf9,2026-05-07 14:37:23,debit,BSES RAJDHANI S411771891,1426.74,S411771891,UTR358959338412
3666a92e-ff3c-5c18-796c-67bf343d92bd,9175e46d-2c3c-df9e-83bf-7fedd8cd8938,2025-08-20 11:03:07,debit,MAHANAGAR GAS S728242783,3011.0,S728242783,UTR842445674148
d104e586-da87-4660-1033-7825ea33f14b,57e628ff-1ba1-1694-9142-4d67116ccdac,2025-09-17 10:52:42,debit,JIO RECHARGE S303369969,3402.5,S303369969,UTR100926673401
860f62c7-c894-2d50-665f-7363f4ff0616,e8eeb3f9-ed92-aa2c-9bcc-5069ed54188c,2026-05-26 17:28:42,debit,EMI BAJAJ FINANCE LTD S846790703,17248.0,S846790703,UTR691325683798
3e83b7e3-99a7-ab3f-0bc0-3c34bf5b2526,2e82f21e-5724-0f96-154c-b93fb6da8c9d,2026-04-23 18:42:23,credit,IMPS OW/S27358929/ANITA NAIR/UBIN/50317449913318,1000.0,S27358929,UTR940803347290
6e18fedd-1590-e0ba-30e9-86c7fa959eb4,87863118-385c-447e-4cde-9eba08663c72,2025-01-26 15:52:58,debit,UPI-WESTSIDE TRENT LTD SALT LAKE KOLKATA-XXXXXX9497-ICIC0604083-S103680061,23498.0,S103680061,UTR681271446662
378816b6-2afe-daa7-5197-55d137e096d7,b549d03e-7edf-f972-3973-51e760ed4d14,2025-05-29 18:21:27,debit,UPI-HP FUEL STATION-XXXXXX6330-HDFC0225986-S800243735,67650.0,S800243735,
076b9890-b5a4-d07d-a819-a4164a577edf,a11f5731-c0ae-aa51-db8e-fd58621f0b2c,2025-03-27 16:14:57,credit,Cheque Deposits S623375375,5000.0,S623375375,UTR526663513206
ba7ba93a-9832-f87a-5574-c116c97bdb27,67231e36-b05b-d878-123d-13fc0f10b29f,2026-05-28 13:37:18,debit,IMPS OW/S717642823/NEHA FAROOQ/ICIC/47122769883262,5000.0,S717642823,UTR570468785996
34268639-efd6-5218-13ad-805518d40ec2,329a4da8-d460-5d5e-f401-883f3d80f47f,2026-02-26 19:36:34,debit,EMI TATA CAPITAL LTD S675457125,30057.0,S675457125,
38b1b646-0303-0367-1287-254f7f90f474,46e3c5fa-f9a8-bcaa-09a9-dbba3a0d3734,2026-01-27 16:17:43,debit,NEFT  - RATN0107134 - S433860485 - 38730928986826 - MORE MEGASTORE,1000.0,S433860485,UTR819802893693
c3cc606d-cf50-d425-9331-af0f345baf54,6439cad9-bf40-5c13-1264-c89964e1e6a1,2025-11-07 11:13:49,debit,EMI BAJAJ FINANCE LTD NA,5349.02,,UTR742058725715
4961288c-3339-aecd-498a-b27f6d1b674b,7ba1d9ac-84d7-970a-7de7-6de81bd1993d,2025-03-04 09:34:07,debit,UPI-TRUSTLINE INSURANCE BROKERS-XXXXXX826-CNRB0267908-S175906308,1000.0,S175906308,UTR249579507980
e36526b6-f348-8ee7-f2a8-0d7c2a40a96f,9020d920-f831-ce73-372a-810dc5090035,2026-04-13 12:03:32,debit,BSES RAJDHANI S823680695,2922.89,S823680695,
d4480ed9-4fb6-2460-25bc-55e229cf26c3,207ed438-d5ca-cdc8-d46a-7d776a1316bb,2026-06-08 12:05:24,debit,IMPS charges,125.48,S328429348,UTR155178664173
f5ce8337-2e84-3478-49b9-303000a75b66,2c11fdda-4ca6-c5b6-ecbb-de25cd0bc3b5,2025-06-18 11:08:00,debit,HDFC LIFE PREMIUM POLICY S587005155,8129.0,S587005155,UTR136753596858
0ae40cb6-86a8-0a12-46b2-871edce1da88,9ff790cb-4690-6031-2809-da1f1a57e88a,2025-04-03 11:25:38,debit,UPI-SHOPPERS STOP LTD-XXXXXX8743-AUBL0586899-S935605676,10000.0,S935605676,UTR873808287446
94699916-8efd-a08e-1c29-ab3c1fbaa647,7e8f87a0-8150-cca1-884b-d5ad4dafe0ec,2025-04-11 17:38:55,credit,Cheque Deposits S178755936,20684.0,S178755936,UTR380374660664
3a61a6be-d2d3-9b97-b399-84fa34f8e5f1,bb816f28-3fdf-6f6d-e5ba-626c12cd7857,2026-03-02 12:56:26,credit,Cheque Deposits S44884012,12509.23,S44884012,
203716c1-ca54-5ba4-c967-db73e8b52c95,a18d813e-cb94-575f-4668-6f2c7e9e1eca,2025-07-31 18:00:43,debit,NEFT  - HDFC0698155 - S787402806 - 99525324231166 - VIJAY SALES INDIA PVT LTD,2448.0,S787402806,UTR616969792336
39e5c19b-bbeb-5bbd-ae52-6fbbf2a0d5ed,2c11fdda-4ca6-c5b6-ecbb-de25cd0bc3b5,2026-06-03 21:02:24,debit,COMMISSION ON COLLECTION S96607907,165.27,S96607907,
e0a63dcf-f81e-ddec-1f97-1e01b624b80d,b47cba56-41f2-e681-cf7e-3857edb3e433,2026-04-02 12:08:32,credit,Cheque Deposits S309789988,1000.0,S309789988,UTR553050552578
54705a04-84e7-22bf-229b-4dd35ecd74c9,3f94cb60-6a97-2683-8b31-3a9f39d7fdae,2026-01-31 21:18:48,debit,UPI-METRO CASH AND CARRY DAHISAR EAST-XXXXXX6502-UTIB0720365-S147946476,1000.0,S147946476,UTR954887914357
38fa020f-9867-b695-d136-167d2fb1fcd4,89872d40-cbca-9e14-a43d-5cf18c076442,2025-02-26 15:09:23,debit,ATM CASH WDL S158988404,5326.0,S158988404,UTR212853531352
5566f9e3-7117-830c-ed23-847c8855960a,a8fba342-3635-8521-4edd-4d6889425e73,2026-04-28 13:37:20,debit,IMPS/P2A/S630677854/HDFC/37385660424801/00/INET/RELIANCEDIGITAL RETAIL LTD,1000.0,S630677854,UTR826136325432
29a76a78-d8ae-57f0-ffc4-5410cb974ee3,70e97dbb-4a7c-f5b5-a35e-b0a3f8a024fe,2026-03-05 11:33:35,debit,EMI BAJAJ FINANCE LTD NA,14367.0,,UTR433912004574
33d32004-72d8-1a87-a6c1-372bb7092cbd,87863118-385c-447e-4cde-9eba08663c72,2025-03-11 11:54:57,debit,UPI-WESTSIDE TRENT LTD SAKET DELHI-XXXXXX23-ICIC0711549-S61150538,9423.18,S61150538,
1afa43af-4625-9332-5439-63bb1c664d8e,cb025fd2-b676-c390-76c3-9c6669d51f69,2025-10-29 09:24:20,debit,IMPS OW/S806329785/MOHAMMED CHATTERJEE/UTIB/39496997317970,513369.0,S806329785,
47db7f1c-10eb-1f90-5be2-f8fab49c41b7,9ff790cb-4690-6031-2809-da1f1a57e88a,2026-01-07 15:57:42,debit,UPI-SHOPPERS STOP LTD T NAGAR CHENNAI-XXXXXX9371-ICIC0303554-S464580614,10000.0,S464580614,
3e50bc29-3b40-afaa-e342-f6230e6367d3,74c01b41-40c2-995a-1cac-bd816de0637d,2026-05-25 19:31:59,credit,Cheque Deposits S396773142,1000.0,S396773142,
44b9185a-02f4-c894-e263-ec5ffbf5f9f6,5ca98df7-942d-b708-c55d-d60135c11b1f,2025-09-03 11:50:57,credit,IMPS OW/S499425409/NEHA CHATTERJEE/CNRB/88498670701281,1000.0,S499425409,
4d4c4eac-fac6-6e18-6b51-0ec9458495a4,bf4d12d9-e22f-02e8-8cab-9d089cf4bd27,2024-12-31 17:21:45,debit,GROWW MUTUAL FUND SIP,5251.0,S559344403,
1ebfdde0-9c6e-bb19-2408-d43163a4cdf9,78b50ff9-d3f0-f49a-7b22-dba8766d188e,2025-10-30 17:05:56,debit,MAHANAGAR GAS S217895559,500.0,S217895559,UTR246086158409
6ab85d60-ec4a-d43c-6cd6-7045878a129b,f80026f2-ad7e-4fcf-2294-96d9f3f62e20,2025-08-16 20:38:20,debit,IMPS/P2A/S122605461/TMBL/4958927474152/00/INET/KRISHNA AGENCIES,16993.25,S122605461,UTR621009526634
3c95942d-f095-adea-c147-2bc58a44e7ed,fd3a9ca7-c4f7-e649-27b6-053909083088,2024-12-07 15:51:41,debit,NEFT/S430868205/UBIN/RENT PAYMENT ANITA GHOSH,12682.0,S430868205,UTR832713990266
603864d1-3d8e-e6ce-74c4-5ed184efa0ec,b53541e9-6eb9-5787-1632-b94ab0023956,2026-04-10 15:30:28,debit,NEFT CHARGES S126154214,60.44,S126154214,
a8542be5-c437-4402-7306-ab28571ee137,70e97dbb-4a7c-f5b5-a35e-b0a3f8a024fe,2025-09-05 10:30:52,credit,IMPS OW/S517673759/GAUTAM KHAN/TMBL/8035596124863,42375.0,S517673759,
8285da7f-32f8-0afa-1c5b-9904592e0fa7,9ff790cb-4690-6031-2809-da1f1a57e88a,2025-11-01 12:04:36,debit,UPI-INDIAN OIL PETROL PUMP KORAMANGALA-XXXXXX1530-KKBK0157799-S800024308,50000.0,S800024308,
52915760-8e5e-4f05-3990-54d7fc097ee0,67231e36-b05b-d878-123d-13fc0f10b29f,2026-04-08 19:59:03,debit,BSES RAJDHANI S626480799,1000.0,S626480799,UTR237483898931
44fd424e-14a8-4824-1c9b-7c4799550e31,78d122f2-ee11-5aff-ce97-c5e626bbdccd,2025-09-04 17:16:05,credit,IMPS/P2A/S591354426/RATN/82912279187984/00/INET/RELIANCEDIGITAL RETAIL LTD,4518.0,S591354426,UTR125486650368
e8665316-06e9-411a-f2b2-be59b527c5b9,1195bfcd-6a20-5727-97d6-8b897bba88a6,2025-09-05 16:37:18,debit,NEFT  - AUBL0775187 - S88194470 - 87458107288723 - TITAN EYE PLUS SALT LAKE KOLKATA,5000.0,S88194470,UTR582359260320
edaa6a00-1f80-d44d-f779-5a578df60732,5c91c106-652e-1928-bccd-cac274e0490d,2025-03-14 12:47:22,debit,MAHANAGAR GAS S391298956,2232.0,S391298956,UTR543097450837
7cc27358-e7d5-2da2-83ca-7fed42dbd428,cd6c2392-4b4c-be66-324c-217bf1dced8d,2026-06-20 17:18:52,debit,IMPS/P2A/S995732445/UTIB/78050872876876/00/INET/PARIVAR RETAIL CHAIN PVT LTD,13433.0,S995732445,
1189e839-5f13-5851-1729-eb594fe036e2,7a78bec7-dd77-3573-b61e-ec4a53f2d1d3,2026-05-19 13:23:54,debit,IMPS OW/NA/NEHA KHAN/CNRB/20415986759480,33471.0,,UTR287320466483
0e610f4c-4270-b90c-dabe-72caaf17e19d,a8fba342-3635-8521-4edd-4d6889425e73,2026-06-02 18:07:12,debit,IMPS/P2A/S677786049/AUBL/72709226313248/00/INET/ROYAL ELECTRICALS,6602.0,S677786049,UTR716488168128
a952f7b9-0b79-8391-2ef1-4aac796f0146,b47cba56-41f2-e681-cf7e-3857edb3e433,2026-05-20 16:14:36,debit,BESCOM ELECTRICITY S271480991,1000.0,S271480991,
0133d09b-084c-a3ed-5d1d-d856ce4eab23,9d0f6a95-2b4c-6984-6ad1-21f043e50770,2025-08-12 14:44:41,debit,MSEB ELECTRICITY S957318385,500.0,S957318385,
e3945377-6306-6cf4-b709-e92395b8cbd9,f304e67b-3774-9031-56f8-ef60b8961d21,2026-06-24 12:07:04,debit,BESCOM ELECTRICITY S963647645,1404.0,S963647645,
cfc758f7-6906-3e78-cd5d-0e9da3425389,cbdfbe21-89f2-6f29-4a22-1e4ecb3143c1,2025-06-24 08:21:21,debit,IMPS charges,50.0,S337594674,UTR685202591440
e8e0384b-7949-3353-4c8e-0170f6f56f43,cbdfbe21-89f2-6f29-4a22-1e4ecb3143c1,2026-05-05 19:20:53,debit,CHQ PAID S594409190,12047.0,S594409190,UTR228108763143
bed027ad-54c4-dd7c-9f81-ef539001ebdd,9ff790cb-4690-6031-2809-da1f1a57e88a,2025-08-15 17:29:06,debit,NEFT CHARGES S48002685,67.68,S48002685,UTR805907501332
055df502-6493-8ca4-34e1-47cc49fc9bc8,c8213ad8-bc8c-c91c-056a-7af936bd9de0,2025-09-08 18:16:20,debit,MAHANAGAR GAS S271635622,774.0,S271635622,UTR713434447892
c0e00403-3771-dc2b-bd61-7ceee5f5fdfe,0a67bc61-1644-157b-b5a0-1d58e765b86d,2026-03-20 18:31:57,debit,NEFT  - SBIN0734275 - S842650087 - 58628271170636 - WESTSIDE TRENT LTD,19883.0,S842650087,
1edb6b15-d6e7-49f5-5ea8-bc4027664650,f9d46bd4-c69a-3ea0-70e2-ed52495e357f,2025-10-11 16:10:25,debit,LIC PREMIUM POLICY S171958386,9411.0,S171958386,UTR321751736626
ecdf4b79-2245-a209-c462-bf69a21ef8f5,7e8b65b3-d3c6-f509-8284-3e2c80a4a131,2025-09-19 08:46:22,debit,IGST INPUT S113018599,10000.0,S113018599,
9c7e78b5-69c8-bc74-8755-ded72899365c,10364b90-3358-0fe7-f0ea-601aeddd9a2e,2025-12-06 15:49:31,credit,IMPS OW/S963637403/SURESH FAROOQ/UTIB/28123261904947,1000.0,S963637403,UTR434118963303
7449653a-48c5-f1be-6c37-a20280e1c576,5c5e14b9-06f5-6886-69f7-565fc451f50d,2025-10-16 14:09:21,debit,NEFT  - AUBL0661440 - S194826938 - 44553805776939 - NETMEDS MARKETPLACE,31207.0,S194826938,UTR860155747966
7dc397ba-fd3a-1f31-b728-ec0871b14d9f,46e3c5fa-f9a8-bcaa-09a9-dbba3a0d3734,2026-06-10 12:34:25,debit,SMS CHG S595301271,88.0,S595301271,UTR958773353959
1ceee32b-cf54-9adf-48cd-3afdbbd536df,f2e761c1-2291-db4e-c18f-520ed7b8369a,2025-05-18 12:21:25,debit,HDFC LIFE PREMIUM POLICY S84810614,5000.0,S84810614,
5a41ac8a-b918-8c66-c5b3-55dd3b23d933,3d946a9e-9ef6-ed7e-adb6-fa79765c7ed2,2026-01-02 19:02:07,debit,FT -  S351215816 -  64813674966457 - NAVYUG SELECTION,25838.0,S351215816,UTR719267199362
f3179dea-528e-4d2f-6802-da22c71751d6,9ff790cb-4690-6031-2809-da1f1a57e88a,2026-04-13 17:23:15,debit,UPI-INDIAN OIL PETROL PUMP-XXXXXX6820-HDFC0240333-S863294776,7399.0,S863294776,UTR844993402831
1ad0f084-a7eb-6ebe-d2c9-1d973c112501,2e82f21e-5724-0f96-154c-b93fb6da8c9d,2025-05-02 15:36:22,debit,EMI BAJAJ FINANCE LTD S511701449,10000.0,S511701449,UTR683474237084
dab5f50e-244c-e70f-f752-d5a516422bd9,b47cba56-41f2-e681-cf7e-3857edb3e433,2025-12-31 18:38:24,credit,IMPS OW/S905682743/ARJUN KUMAR/TMBL/3139351626791,10000.0,S905682743,
74f4581a-ca7b-f7f4-31fc-71cb580e96b0,9ff790cb-4690-6031-2809-da1f1a57e88a,2025-11-01 16:24:43,debit,IMPS/P2A/S637939537/RATN/38632319875247/00/INET/APOLLO PHARMACY T NAGAR CHENNAI,1000.0,S637939537,UTR961410136741
efebd10b-4412-503f-74a5-c4e5a3544250,00ce5b6b-1c8d-afa8-c125-ccae2e3e5ca2,2025-10-29 10:30:42,debit,IMPS/P2A/S952685452/SBIN/15516844369365/00/INET/HP FUEL STATION,10000.0,S952685452,UTR152994271042
d2e587a0-bf6c-20da-598f-2838f51a59d1,bfbe6317-6c03-7798-c909-c1172a7fedea,2026-03-13 13:50:31,debit,LIC PREMIUM POLICY S250817805,3441.0,S250817805,
7b6289dc-2a51-b4ea-aa56-87dc797f7795,bc900de2-1803-ca20-715e-b7a0b6ad9cb0,2025-10-11 17:26:33,debit,AMC FEE S93720251,154.0,S93720251,UTR778493310484
a7f13475-ff99-f979-66aa-223d3f9b5893,97cc017a-bfd5-96d2-6887-db8cae16c4ff,2025-01-07 19:06:54,debit,FT -  S535285689 -  58495168575754 - NETMEDS MARKETPLACE,2407.0,S535285689,
69ae52d1-921f-ff2a-7c81-7e415ea7dba7,84089062-ec60-7785-6e93-fda705b368d0,2026-03-03 14:54:35,credit,NEFT  - AUBL0333368 - S342462883 - 11712853702824 - MORE MEGASTORE SAKET DELHI,7690.0,S342462883,UTR410311721823
b9c9aec7-2bbb-b5de-d08a-c5558fc608d4,2e82f21e-5724-0f96-154c-b93fb6da8c9d,2025-06-04 09:35:47,credit,SALARY CREDIT S436758332,10000.0,S436758332,
ec55e54c-3e9b-6aa3-03db-35b08d4725ab,fe9b1fa0-f3f1-da68-1853-cbd64da6faae,2025-10-04 11:08:07,debit,NEFT  - TMBL0083571 - S730405930 - 10678848986538 - SELECTION MOBILE,5000.0,S730405930,UTR100814374937
6988feae-55d6-7042-fd6e-a1e05b7664f1,1c586ccd-563c-3aff-a8f4-dbc643bb23ce,2025-06-10 12:40:50,debit,IMPS OW/NA/NEHA SINGH/RATN/32091915743392,10000.0,,UTR330986436476
e089ec84-3514-49e0-0e0c-3f1464a57f70,c72d4aea-d06f-4c04-ec52-253badaeee04,2025-03-28 18:50:09,debit,EMI BAJAJ FINANCE LTD S829506587,17113.0,S829506587,
d197da4e-95d8-5396-5f38-53326da88445,b83cf770-6c71-aa14-cec8-196481c7dfe6,2025-06-04 16:24:43,debit,NEFT  - TMBL0732912 - S490269955 - 10390338213929 - SAI ENTERPRISES HINJEWADI PUNE,50000.0,S490269955,
227467f2-91ff-59cc-3449-ea852b8d3eda,cbb8cca5-368c-1432-8bb9-6fbb8599b1ab,2025-05-04 19:56:42,debit,FT -  S172571240 -  93956086572761 - SELECTION MOBILE,10000.0,S172571240,UTR678599075838
34c7dd27-21b9-9042-aae2-c38c2113e836,9ff790cb-4690-6031-2809-da1f1a57e88a,2025-09-16 20:06:49,debit,IMPS/P2A/S807765436/ICIC/42720487311013/00/INET/NEW INDIA ELECTRONICS,10000.0,S807765436,
5da8d0b0-e3b8-dfcd-749a-900f374e29fb,645e0bae-a2b4-1557-ecf9-cd30ede2d1d8,2025-06-28 16:26:43,debit,FT -  S264988539 -  33160029946048 - GUPTA GENERAL STORES,5968.0,S264988539,UTR869524741667
a9fcfc37-b1a5-9e71-a3f7-aa8ce15ea4a6,2c983fdf-9d3e-526c-b8c3-bbe002254c3e,2025-12-03 14:06:26,debit,NEFT  - UTIB0185089 - S387800041 - 32058828450438 - WESTSIDE TRENT LTD,1000.0,S387800041,UTR164745352005
67731a33-b5f1-8430-1f8b-4341f02a2eda,8218ee4d-f042-4977-cc67-1c5887dd7b4a,2026-02-25 11:57:30,credit,Cheque Deposits S301895310,10000.0,S301895310,UTR940629722475
b799f7a9-c665-acfb-9581-2e083a0f0c32,f80026f2-ad7e-4fcf-2294-96d9f3f62e20,2025-10-06 17:34:16,debit,IMPS charges,41.6,S166917724,UTR893517413745
447b2031-99de-16b6-b2c3-5797480a53c8,990edcf1-4f05-8adb-870d-1e0f81aa6040,2025-10-07 17:27:03,debit,FT -  S974004333 -  54262398532926 - JAI HIND PROVISION KORAMANGALA,4421.0,S974004333,
1bf0b802-9e60-841b-90dc-81d8ef00ac92,78b50ff9-d3f0-f49a-7b22-dba8766d188e,2025-06-13 19:00:35,debit,IMPS/P2A/S821271951/KKBK/47211825959147/00/INET/ANNAPURNA STORES ANDHERI WEST,7060.0,S821271951,UTR721028927637
5c4cd0f7-53b0-f4e1-ba04-10e2a09e9e9e,df02199b-fe35-1359-89eb-81cb3f435c1d,2025-01-13 17:00:56,debit,IMPS OW/S772601467/SURESH MISHRA/UTIB/2724461550692,10000.0,S772601467,UTR309971879254
f8d98662-eaf3-8f0c-19e1-f1ad9176ddb2,2efd3817-1f84-0f1a-4dba-4482094ad3d9,2025-06-03 13:40:38,debit,NEFT  - TMBL0678116 - S764052346 - 3481231768076 - SELECTION ELECTRONICS,2399.0,S764052346,
9fbc7d10-75d1-342b-e1ca-7666a59fb03c,683b74bb-6722-87d9-b9bd-5e2b4a84c420,2025-07-03 07:57:05,debit,MIN BAL PENALTY,158.0,S233810241,
4bf1fb5c-f312-70e8-154f-34cd700b6baf,990edcf1-4f05-8adb-870d-1e0f81aa6040,2025-12-04 19:25:21,debit,FT -  NA -  74855173832591 - LENSKART SOLUTIONS SAKET DELHI,8001.0,,
6e625dd3-18c3-bcc2-0d14-a225f7eb6df8,918dc8ea-76bd-7065-a06b-6d820ad731e6,2025-05-03 18:46:44,debit,IMPS OW/S363476300/NEHA VERMA/SBIN/27259714449972,10404.0,S363476300,UTR652013562989
6195da3f-bfe6-cefe-c389-5e638e1e6fb6,7ba1d9ac-84d7-970a-7de7-6de81bd1993d,2025-06-30 12:37:42,credit,SIP HDFC MF S862449860,2330.0,S862449860,UTR158410152772
